"","ensembl_gene_id","external_gene_name","btaurus_homolog_ensembl_gene","sscrofa_homolog_ensembl_gene","mmusculus_homolog_ensembl_gene","hsapiens_homolog_ensembl_gene"
"19","ENSOARG00000002866","RASSF4","ENSBTAG00000002669","ENSSSCG00000029662","ENSMUSG00000042129","ENSG00000107551"
"20","ENSOARG00000002973","KCNN3","ENSBTAG00000018249","ENSSSCG00000006542","ENSMUSG00000000794","ENSG00000143603"
"21","ENSOARG00000003121","WIF1","ENSBTAG00000014758","ENSSSCG00000030998","ENSMUSG00000020218","ENSG00000156076"
"22","ENSOARG00000003437","PITX2","ENSBTAG00000009059","ENSSSCG00000009131","ENSMUSG00000028023","ENSG00000164093"
"23","ENSOARG00000003601","NQO1","ENSBTAG00000020632","ENSSSCG00000002754","ENSMUSG00000003849","ENSG00000181019"
"24","ENSOARG00000003624","DOCK9","ENSBTAG00000010395","ENSSSCG00000022112","ENSMUSG00000025558","ENSG00000088387"
"25","ENSOARG00000003895","MYCT1","ENSBTAG00000043975","ENSSSCG00000004080","ENSMUSG00000046916","ENSG00000120279"
"26","ENSOARG00000004062","RAB38","ENSBTAG00000015793","ENSSSCG00000014923","ENSMUSG00000030559","ENSG00000123892"
"27","ENSOARG00000004930","MMP12","","ENSSSCG00000014987","ENSMUSG00000049723","ENSG00000262406"
"28","ENSOARG00000005014","ABLIM3","ENSBTAG00000004896","ENSSSCG00000014430","ENSMUSG00000032735","ENSG00000173210"
"29","ENSOARG00000005078","PHF10","ENSBTAG00000003929","ENSSSCG00000030155","ENSMUSG00000023883","ENSG00000130024"
"30","ENSOARG00000005078","PHF10","ENSBTAG00000003929","ENSSSCG00000027750","ENSMUSG00000023883","ENSG00000130024"
"31","ENSOARG00000005315","MMP1","ENSBTAG00000015818","ENSSSCG00000014985","ENSMUSG00000041620","ENSG00000196611"
"32","ENSOARG00000005315","MMP1","ENSBTAG00000015818","ENSSSCG00000014985","ENSMUSG00000043089","ENSG00000196611"
"33","ENSOARG00000005315","MMP1","ENSBTAG00000048029","ENSSSCG00000014985","ENSMUSG00000041620","ENSG00000196611"
"34","ENSOARG00000005315","MMP1","ENSBTAG00000048029","ENSSSCG00000014985","ENSMUSG00000043089","ENSG00000196611"
"35","ENSOARG00000005471","MEX3A","ENSBTAG00000019158","ENSSSCG00000006497","ENSMUSG00000074480","ENSG00000254726"
"36","ENSOARG00000005526","MCFD2","ENSBTAG00000003358","ENSSSCG00000021325","ENSMUSG00000024150","ENSG00000180398"
"37","ENSOARG00000005699","","ENSBTAG00000021705","ENSSSCG00000006363","ENSMUSG00000062963","ENSG00000143222"
"38","ENSOARG00000005709","COBLL1","ENSBTAG00000005501","","ENSMUSG00000034903","ENSG00000082438"
"39","ENSOARG00000005722","EPAS1","ENSBTAG00000003711","ENSSSCG00000008443","ENSMUSG00000024140","ENSG00000116016"
"40","ENSOARG00000005780","EMP2","ENSBTAG00000007177","ENSSSCG00000007903","ENSMUSG00000022505","ENSG00000213853"
"41","ENSOARG00000005888","PAPPA","ENSBTAG00000004010","ENSSSCG00000005498","ENSMUSG00000028370","ENSG00000182752"
"42","ENSOARG00000006314","SPRY3","ENSBTAG00000010245","ENSSSCG00000012805","ENSMUSG00000061654","ENSG00000168939"
"43","ENSOARG00000006737","KCNE3","ENSBTAG00000011873","ENSSSCG00000029323","ENSMUSG00000035165","ENSG00000175538"
"44","ENSOARG00000006822","PLXNB3","ENSBTAG00000010146","ENSSSCG00000012780","ENSMUSG00000031385","ENSG00000198753"
"45","ENSOARG00000006867","MYOM3","ENSBTAG00000014885","ENSSSCG00000027519","ENSMUSG00000037139","ENSG00000142661"
"46","ENSOARG00000006909","","ENSBTAG00000037410","ENSSSCG00000029447","",""
"47","ENSOARG00000006941","C17orf67","ENSBTAG00000035147","ENSSSCG00000030781","ENSMUSG00000072553","ENSG00000214226"
"48","ENSOARG00000007029","SPOCK2","ENSBTAG00000008827","ENSSSCG00000023180","ENSMUSG00000058297","ENSG00000107742"
"49","ENSOARG00000007029","SPOCK2","ENSBTAG00000008827","ENSSSCG00000010283","ENSMUSG00000058297","ENSG00000107742"
"50","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000005954","ENSMUSG00000015001","ENSG00000253117"
"51","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000029568","ENSMUSG00000015001","ENSG00000253117"
"52","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000005954","ENSMUSG00000015001","ENSG00000258417"
"53","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000029568","ENSMUSG00000015001","ENSG00000258417"
"54","ENSOARG00000007322","","ENSBTAG00000039366","ENSSSCG00000025644","","ENSG00000158477"
"55","ENSOARG00000007549","LPAR2","ENSBTAG00000004652","ENSSSCG00000013932","ENSMUSG00000031861","ENSG00000064547"
"56","ENSOARG00000008063","HEY1","ENSBTAG00000015717","ENSSSCG00000006159","ENSMUSG00000040289","ENSG00000164683"
"57","ENSOARG00000008186","SH3BP5L","ENSBTAG00000002645","ENSSSCG00000025900","ENSMUSG00000013646","ENSG00000175137"
"58","ENSOARG00000008330","WDR91","ENSBTAG00000017905","ENSSSCG00000016532","ENSMUSG00000058486","ENSG00000105875"
"59","ENSOARG00000008351","SLCO2A1","ENSBTAG00000001324","ENSSSCG00000011641","ENSMUSG00000032548","ENSG00000174640"
"60","ENSOARG00000008367","DYNLL2","ENSBTAG00000025313","ENSSSCG00000020962","ENSMUSG00000020483","ENSG00000264364"
"61","ENSOARG00000008480","ALOX15","ENSBTAG00000011990","ENSSSCG00000017923","ENSMUSG00000018924","ENSG00000161905"
"62","ENSOARG00000008637","TPGS1","ENSBTAG00000010772","","ENSMUSG00000020308","ENSG00000141933"
"63","ENSOARG00000008775","SEPP1","","ENSSSCG00000021208","ENSMUSG00000064373","ENSG00000250722"
"64","ENSOARG00000009233","CEACAM16","ENSBTAG00000037983","ENSSSCG00000003081","ENSMUSG00000014686","ENSG00000213892"
"65","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000012309","ENSMUSG00000068270","ENSG00000158352"
"66","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000030180","ENSMUSG00000068270","ENSG00000158352"
"67","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000022088","ENSMUSG00000068270","ENSG00000158352"
"68","ENSOARG00000009518","SOX4","ENSBTAG00000046556","ENSSSCG00000001081","ENSMUSG00000076431","ENSG00000124766"
"69","ENSOARG00000009752","ADRA1A","ENSBTAG00000031632","ENSSSCG00000009661","ENSMUSG00000045875","ENSG00000120907"
"70","ENSOARG00000009798","SAMD12","ENSBTAG00000043996","","ENSMUSG00000058656","ENSG00000177570"
"71","ENSOARG00000009958","NEFM","ENSBTAG00000039530","ENSSSCG00000009648","ENSMUSG00000022054","ENSG00000104722"
"72","ENSOARG00000010026","ADAM28","ENSBTAG00000037929","ENSSSCG00000009644","ENSMUSG00000014725","ENSG00000042980"
"73","ENSOARG00000010638","NLRC4","ENSBTAG00000008223","ENSSSCG00000026213","ENSMUSG00000039193","ENSG00000091106"
"74","ENSOARG00000010649","SEMA3F","ENSBTAG00000018307","ENSSSCG00000011398","ENSMUSG00000034684","ENSG00000001617"
"75","ENSOARG00000010816","","ENSBTAG00000014417","ENSSSCG00000024045","ENSMUSG00000015944","ENSG00000239521"
"76","ENSOARG00000010816","","ENSBTAG00000014417","ENSSSCG00000024045","ENSMUSG00000015944","ENSG00000274070"
"77","ENSOARG00000011052","EEF1A2","ENSBTAG00000021685","ENSSSCG00000030403","ENSMUSG00000016349","ENSG00000101210"
"78","ENSOARG00000011180","TRMO","ENSBTAG00000019238","ENSSSCG00000005370","ENSMUSG00000028331","ENSG00000136932"
"79","ENSOARG00000011356","GADD45A","ENSBTAG00000013860","","ENSMUSG00000036390","ENSG00000116717"
"80","ENSOARG00000011449","PRLR","ENSBTAG00000025035","ENSSSCG00000016830","ENSMUSG00000005268","ENSG00000113494"
"81","ENSOARG00000011789","PRDX6","ENSBTAG00000004855","ENSSSCG00000022742","ENSMUSG00000050114","ENSG00000117592"
"82","ENSOARG00000011789","PRDX6","ENSBTAG00000004855","ENSSSCG00000022742","ENSMUSG00000026701","ENSG00000117592"
"83","ENSOARG00000011915","TBXAS1","ENSBTAG00000020225","ENSSSCG00000016503","ENSMUSG00000029925","ENSG00000059377"
"84","ENSOARG00000011915","TBXAS1","ENSBTAG00000020225","ENSSSCG00000016504","ENSMUSG00000029925","ENSG00000059377"
"85","ENSOARG00000012056","","ENSBTAG00000003174","ENSSSCG00000004342","ENSMUSG00000028261","ENSG00000123545"
"86","ENSOARG00000012149","GJA5","ENSBTAG00000006720","ENSSSCG00000006696","ENSMUSG00000057123","ENSG00000265107"
"87","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"88","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"89","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"90","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"91","ENSOARG00000012224","","ENSBTAG00000000377","ENSSSCG00000012137","ENSMUSG00000031377","ENSG00000102010"
"92","ENSOARG00000012362","TC2N","ENSBTAG00000003375","ENSSSCG00000002443","ENSMUSG00000021187","ENSG00000165929"
"93","ENSOARG00000012437","DHDH","ENSBTAG00000013337","ENSSSCG00000003158","ENSMUSG00000011382","ENSG00000104808"
"94","ENSOARG00000012958","","ENSBTAG00000024950","ENSSSCG00000017296","ENSMUSG00000020681","ENSG00000159640"
"95","ENSOARG00000012958","","ENSBTAG00000024950","ENSSSCG00000017296","ENSMUSG00000020681","ENSG00000264813"
"96","ENSOARG00000013047","RAB19","ENSBTAG00000012261","ENSSSCG00000016499","ENSMUSG00000029923","ENSG00000146955"
"97","ENSOARG00000013449","AK3","ENSBTAG00000017147","ENSSSCG00000023595","ENSMUSG00000024782","ENSG00000147853"
"98","ENSOARG00000013545","OLFM2","ENSBTAG00000007550","ENSSSCG00000013668","ENSMUSG00000032172","ENSG00000105088"
"99","ENSOARG00000013545","OLFM2","ENSBTAG00000007550","ENSSSCG00000027434","ENSMUSG00000032172","ENSG00000105088"
"100","ENSOARG00000013669","NPY1R","ENSBTAG00000047586","ENSSSCG00000008888","ENSMUSG00000036437","ENSG00000164128"
"101","ENSOARG00000013716","NAF1","ENSBTAG00000034700","ENSSSCG00000008887","ENSMUSG00000014907","ENSG00000145414"
"102","ENSOARG00000013724","PEX26","ENSBTAG00000011826","ENSSSCG00000027190","ENSMUSG00000067825","ENSG00000215193"
"103","ENSOARG00000013724","PEX26","ENSBTAG00000011826","ENSSSCG00000029958","ENSMUSG00000067825","ENSG00000215193"
"104","ENSOARG00000014199","PLIN2","ENSBTAG00000005718","ENSSSCG00000005171","ENSMUSG00000028494","ENSG00000147872"
"105","ENSOARG00000014199","PLIN2","ENSBTAG00000005718","ENSSSCG00000026749","ENSMUSG00000028494","ENSG00000147872"
"106","ENSOARG00000014207","","ENSBTAG00000016944","ENSSSCG00000010054","ENSMUSG00000020178","ENSG00000258555"
"107","ENSOARG00000014207","","ENSBTAG00000016944","ENSSSCG00000010054","ENSMUSG00000020178","ENSG00000128271"
"108","ENSOARG00000014661","RNF144A","ENSBTAG00000044064","ENSSSCG00000008646","ENSMUSG00000020642","ENSG00000151692"
"109","ENSOARG00000014729","CD68","ENSBTAG00000000133","ENSSSCG00000017956","ENSMUSG00000018774","ENSG00000129226"
"110","ENSOARG00000014729","CD68","ENSBTAG00000000133","ENSSSCG00000025450","ENSMUSG00000018774","ENSG00000129226"
"111","ENSOARG00000014766","","ENSBTAG00000011961","ENSSSCG00000020667","ENSMUSG00000029373","ENSG00000163737"
"112","ENSOARG00000014766","","ENSBTAG00000011961","ENSSSCG00000000243","ENSMUSG00000029373","ENSG00000163737"
"113","ENSOARG00000014766","","ENSBTAG00000011961","ENSSSCG00000008955","ENSMUSG00000029373","ENSG00000163737"
"114","ENSOARG00000014766","","ENSBTAG00000011961","ENSSSCG00000020667","ENSMUSG00000029373","ENSG00000109272"
"115","ENSOARG00000014766","","ENSBTAG00000011961","ENSSSCG00000000243","ENSMUSG00000029373","ENSG00000109272"
"116","ENSOARG00000014766","","ENSBTAG00000011961","ENSSSCG00000008955","ENSMUSG00000029373","ENSG00000109272"
"117","ENSOARG00000014836","HECW2","ENSBTAG00000020696","ENSSSCG00000021044","ENSMUSG00000042807","ENSG00000138411"
"118","ENSOARG00000014836","HECW2","ENSBTAG00000020696","ENSSSCG00000016068","ENSMUSG00000042807","ENSG00000138411"
"119","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000254709"
"120","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000254709"
"121","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000254709"
"122","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000254709"
"123","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000254709"
"124","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000254709"
"125","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000254709"
"126","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000254709"
"127","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000254709"
"128","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000254709"
"129","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211685"
"130","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211685"
"131","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211685"
"132","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211685"
"133","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211685"
"134","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211685"
"135","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211685"
"136","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211685"
"137","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211685"
"138","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211685"
"139","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211675"
"140","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211675"
"141","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211675"
"142","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211675"
"143","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211675"
"144","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211675"
"145","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211675"
"146","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211675"
"147","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211675"
"148","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211675"
"149","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000128322"
"150","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000128322"
"151","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000128322"
"152","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000128322"
"153","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000128322"
"154","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000128322"
"155","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000128322"
"156","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000128322"
"157","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000128322"
"158","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000128322"
"159","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211679"
"160","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211679"
"161","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211679"
"162","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211679"
"163","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211679"
"164","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211679"
"165","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211679"
"166","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211679"
"167","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211679"
"168","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211679"
"169","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211677"
"170","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211677"
"171","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211677"
"172","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211677"
"173","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211677"
"174","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211677"
"175","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211677"
"176","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211677"
"177","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211677"
"178","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211677"
"179","ENSOARG00000015579","LRP12","ENSBTAG00000011516","ENSSSCG00000006039","ENSMUSG00000022305","ENSG00000147650"
"180","ENSOARG00000015752","TMEM109","ENSBTAG00000018362","ENSSSCG00000013110","ENSMUSG00000034659","ENSG00000110108"
"181","ENSOARG00000016178","NREP","ENSBTAG00000011338","ENSSSCG00000025831","ENSMUSG00000042834","ENSG00000134986"
"182","ENSOARG00000016212","IP6K2","ENSBTAG00000021853","","ENSMUSG00000032599","ENSG00000068745"
"183","ENSOARG00000016305","MYCBP2","ENSBTAG00000018851","ENSSSCG00000009473","ENSMUSG00000033004","ENSG00000005810"
"184","ENSOARG00000016359","","","ENSSSCG00000012006","",""
"185","ENSOARG00000017011","CYP7B1","ENSBTAG00000001299","ENSSSCG00000022092","ENSMUSG00000039519","ENSG00000172817"
"186","ENSOARG00000017011","CYP7B1","ENSBTAG00000001299","ENSSSCG00000006221","ENSMUSG00000039519","ENSG00000172817"
"187","ENSOARG00000017123","","ENSBTAG00000017866","ENSSSCG00000027203","ENSMUSG00000002944","ENSG00000135218"
"188","ENSOARG00000017123","","ENSBTAG00000017866","ENSSSCG00000030638","ENSMUSG00000002944","ENSG00000135218"
"189","ENSOARG00000017123","","ENSBTAG00000017866","ENSSSCG00000015405","ENSMUSG00000002944","ENSG00000135218"
"190","ENSOARG00000017163","","ENSBTAG00000013756","ENSSSCG00000020838","",""
"191","ENSOARG00000017237","PRDM16","ENSBTAG00000018965","ENSSSCG00000021490","ENSMUSG00000039410","ENSG00000142611"
"192","ENSOARG00000017490","THBS4","ENSBTAG00000012866","ENSSSCG00000024986","ENSMUSG00000021702","ENSG00000113296"
"193","ENSOARG00000017490","THBS4","ENSBTAG00000012866","ENSSSCG00000014118","ENSMUSG00000021702","ENSG00000113296"
"194","ENSOARG00000017490","THBS4","ENSBTAG00000012866","ENSSSCG00000014117","ENSMUSG00000021702","ENSG00000113296"
"195","ENSOARG00000017805","CHRM3","ENSBTAG00000008059","","ENSMUSG00000046159","ENSG00000133019"
"196","ENSOARG00000017823","DCBLD2","ENSBTAG00000014889","ENSSSCG00000011977","ENSMUSG00000035107","ENSG00000057019"
"197","ENSOARG00000018146","FICD","ENSBTAG00000011771","ENSSSCG00000009945","ENSMUSG00000053334","ENSG00000198855"
"198","ENSOARG00000018146","FICD","ENSBTAG00000011771","ENSSSCG00000027880","ENSMUSG00000053334","ENSG00000198855"
"199","ENSOARG00000018277","CD28","ENSBTAG00000007445","ENSSSCG00000028561","ENSMUSG00000026012","ENSG00000178562"
"200","ENSOARG00000018277","CD28","ENSBTAG00000007445","ENSSSCG00000016121","ENSMUSG00000026012","ENSG00000178562"
"201","ENSOARG00000018362","MT3","ENSBTAG00000016886","ENSSSCG00000024305","ENSMUSG00000031760","ENSG00000087250"
"202","ENSOARG00000018396","SCARB1","ENSBTAG00000014269","ENSSSCG00000009759","ENSMUSG00000037936","ENSG00000073060"
"203","ENSOARG00000018906","HHLA2","ENSBTAG00000018397","ENSSSCG00000027275","","ENSG00000114455"
"204","ENSOARG00000018916","MYH15","ENSBTAG00000018399","ENSSSCG00000022175","ENSMUSG00000092009","ENSG00000144821"
"205","ENSOARG00000018930","","ENSBTAG00000012981","ENSSSCG00000001927","ENSMUSG00000025232","ENSG00000213614"
"206","ENSOARG00000018930","","ENSBTAG00000012981","ENSSSCG00000001927","ENSMUSG00000025232","ENSG00000260729"
"207","ENSOARG00000019698","EHD3","ENSBTAG00000001662","ENSSSCG00000024943","ENSMUSG00000024065","ENSG00000013016"
"208","ENSOARG00000020131","TSPAN2","ENSBTAG00000015961","ENSSSCG00000006748","ENSMUSG00000027858","ENSG00000134198"
"209","ENSOARG00000020158","PTPRB","ENSBTAG00000015296","ENSSSCG00000000504","ENSMUSG00000020154","ENSG00000127329"
"210","ENSOARG00000020178","ST8SIA1","ENSBTAG00000000593","ENSSSCG00000023576","ENSMUSG00000030283","ENSG00000111728"
"211","ENSOARG00000020451","PDE3A","ENSBTAG00000017260","ENSSSCG00000028662","ENSMUSG00000041741","ENSG00000172572"
"212","ENSOARG00000020469","CLDN16","ENSBTAG00000006494","ENSSSCG00000024788","ENSMUSG00000038148","ENSG00000113946"
"213","ENSOARG00000020626","SLC16A14","ENSBTAG00000010344","ENSSSCG00000016260","ENSMUSG00000026220","ENSG00000163053"
"214","ENSOARG00000020689","HTR2B","ENSBTAG00000039772","ENSSSCG00000016273","ENSMUSG00000026228","ENSG00000135914"
"215","ENSOARG00000021020","CLEC1B","ENSBTAG00000030423","ENSSSCG00000000650","ENSMUSG00000030159","ENSG00000165682"
"216","ENSOARG00000025935","","","","",""
