"","ensembl_gene_id","external_gene_name","btaurus_homolog_ensembl_gene","sscrofa_homolog_ensembl_gene","mmusculus_homolog_ensembl_gene","hsapiens_homolog_ensembl_gene"
"17","ENSOARG00000006941","C17orf67","ENSBTAG00000035147","ENSSSCG00000030781","ENSMUSG00000072553","ENSG00000214226"
"18","ENSOARG00000007580","PLEKHA1","ENSBTAG00000004636","ENSSSCG00000010702","ENSMUSG00000040268","ENSG00000107679"
"19","ENSOARG00000007892","","","","ENSMUSG00000055409","ENSG00000165973"
"20","ENSOARG00000007919","","","","ENSMUSG00000055409","ENSG00000165973"
"21","ENSOARG00000008913","CSRP3","ENSBTAG00000011869","ENSSSCG00000013354","ENSMUSG00000030470","ENSG00000129170"
"22","ENSOARG00000009276","EYA2","ENSBTAG00000013336","ENSSSCG00000007453","ENSMUSG00000017897","ENSG00000064655"
"23","ENSOARG00000011501","GRIK2","ENSBTAG00000033153","ENSSSCG00000004361","ENSMUSG00000056073","ENSG00000164418"
"24","ENSOARG00000011522","BSPH1","","ENSSSCG00000003123","ENSMUSG00000074378","ENSG00000188334"
"25","ENSOARG00000011885","DPP10","ENSBTAG00000005235","ENSSSCG00000015711","ENSMUSG00000036815","ENSG00000175497"
"26","ENSOARG00000012070","CFAP69","ENSBTAG00000003508","ENSSSCG00000026491","ENSMUSG00000040473","ENSG00000105792"
"27","ENSOARG00000012070","CFAP69","ENSBTAG00000003508","ENSSSCG00000015303","ENSMUSG00000040473","ENSG00000105792"
"28","ENSOARG00000012206","CA5A","ENSBTAG00000010151","","ENSMUSG00000025317","ENSG00000174990"
"29","ENSOARG00000012501","FZR1","ENSBTAG00000031387","ENSSSCG00000013481","","ENSG00000105325"
"30","ENSOARG00000012936","CD83","ENSBTAG00000031430","ENSSSCG00000021576","ENSMUSG00000015396","ENSG00000112149"
"31","ENSOARG00000013575","FUZ","ENSBTAG00000019183","ENSSSCG00000003198","ENSMUSG00000011658","ENSG00000010361"
"32","ENSOARG00000014170","NABP1","ENSBTAG00000018653","ENSSSCG00000016062","ENSMUSG00000026107","ENSG00000173559"
"33","ENSOARG00000015262","SERPINE1","ENSBTAG00000014465","ENSSSCG00000025698","ENSMUSG00000037411","ENSG00000106366"
"34","ENSOARG00000015874","","","","",""
"35","ENSOARG00000016427","STAC","ENSBTAG00000006735","ENSSSCG00000023085","ENSMUSG00000032502","ENSG00000144681"
"36","ENSOARG00000016786","KRT8","ENSBTAG00000047000","ENSSSCG00000000252","ENSMUSG00000049382","ENSG00000170421"
"37","ENSOARG00000016786","KRT8","ENSBTAG00000000836","ENSSSCG00000000252","ENSMUSG00000049382","ENSG00000170421"
"38","ENSOARG00000016846","SV2C","ENSBTAG00000017507","ENSSSCG00000014085","ENSMUSG00000051111","ENSG00000122012"
"39","ENSOARG00000016918","F2RL2","ENSBTAG00000000898","ENSSSCG00000014089","ENSMUSG00000021675","ENSG00000164220"
"40","ENSOARG00000017996","NIT2","ENSBTAG00000004833","ENSSSCG00000011968","ENSMUSG00000022751","ENSG00000114021"
"41","ENSOARG00000018321","CTLA4","ENSBTAG00000013170","ENSSSCG00000016122","ENSMUSG00000026011","ENSG00000163599"
"42","ENSOARG00000018427","APBB1","ENSBTAG00000015655","ENSSSCG00000014628","ENSMUSG00000037032","ENSG00000166313"
"43","ENSOARG00000018483","ITGA11","ENSBTAG00000008380","ENSSSCG00000004961","ENSMUSG00000032243","ENSG00000137809"
"44","ENSOARG00000018943","CYBB","ENSBTAG00000019953","ENSSSCG00000012229","ENSMUSG00000015340","ENSG00000165168"
"45","ENSOARG00000019095","CSF2RB","ENSBTAG00000009064","ENSSSCG00000000136","ENSMUSG00000071713","ENSG00000100368"
"46","ENSOARG00000019095","CSF2RB","ENSBTAG00000009064","ENSSSCG00000000136","ENSMUSG00000071714","ENSG00000100368"
"47","ENSOARG00000019103","SLC32A1","ENSBTAG00000047894","ENSSSCG00000007348","ENSMUSG00000037771","ENSG00000101438"
"48","ENSOARG00000019231","ELFN2","ENSBTAG00000007259","ENSSSCG00000000131","ENSMUSG00000043460","ENSG00000166897"
"49","ENSOARG00000019613","TEKT2","ENSBTAG00000021714","ENSSSCG00000003633","ENSMUSG00000028845","ENSG00000092850"
"50","ENSOARG00000019883","","","ENSSSCG00000005765","ENSMUSG00000058030","ENSG00000228567"
"51","ENSOARG00000019883","","","ENSSSCG00000025055","ENSMUSG00000058030","ENSG00000228567"
"52","ENSOARG00000019883","","","ENSSSCG00000005765","ENSMUSG00000045575","ENSG00000228567"
"53","ENSOARG00000019883","","","ENSSSCG00000025055","ENSMUSG00000045575","ENSG00000228567"
"54","ENSOARG00000019995","CNR1","ENSBTAG00000046006","ENSSSCG00000004309","ENSMUSG00000044288","ENSG00000118432"
"55","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000223247"
"56","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000274062"
"57","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000276596"
"58","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000274862"
"59","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000275219"
"60","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000275616"
"61","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000274432"
"62","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000278774"
"63","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000278048"
"64","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000274585"
"65","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000277084"
"66","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000274452"
"67","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000278591"
"68","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000277903"
"69","ENSOARG00000021540","U2","ENSBTAG00000045973","","ENSMUSG00000065622","ENSG00000273709"
"70","ENSOARG00000022544","snoU2-30","ENSBTAG00000042898","","",""
