"","ensembl_gene_id","external_gene_name","btaurus_homolog_ensembl_gene","sscrofa_homolog_ensembl_gene","mmusculus_homolog_ensembl_gene","hsapiens_homolog_ensembl_gene"
"21","ENSOARG00000001395","TINAGL1","ENSBTAG00000013235","ENSSSCG00000003600","ENSMUSG00000028776","ENSG00000142910"
"22","ENSOARG00000001554","FBLN2","ENSBTAG00000004014","ENSSSCG00000027634","ENSMUSG00000064080","ENSG00000163520"
"23","ENSOARG00000001554","FBLN2","ENSBTAG00000004014","ENSSSCG00000011609","ENSMUSG00000064080","ENSG00000163520"
"24","ENSOARG00000001587","","","","",""
"25","ENSOARG00000001637","FMOD","ENSBTAG00000014912","ENSSSCG00000015270","ENSMUSG00000041559","ENSG00000122176"
"26","ENSOARG00000001735","HSPA12B","ENSBTAG00000018732","ENSSSCG00000027834","ENSMUSG00000074793","ENSG00000132622"
"27","ENSOARG00000001735","HSPA12B","ENSBTAG00000018732","ENSSSCG00000007147","ENSMUSG00000074793","ENSG00000132622"
"28","ENSOARG00000001745","CDH8","ENSBTAG00000022783","","ENSMUSG00000036510","ENSG00000150394"
"29","ENSOARG00000001783","FOS","ENSBTAG00000004322","ENSSSCG00000002383","ENSMUSG00000021250","ENSG00000170345"
"30","ENSOARG00000001848","LINGO1","ENSBTAG00000023147","ENSSSCG00000001872","ENSMUSG00000049556","ENSG00000169783"
"31","ENSOARG00000001968","MFAP5","ENSBTAG00000000310","ENSSSCG00000000666","ENSMUSG00000030116","ENSG00000197614"
"32","ENSOARG00000001985","OLFM1","ENSBTAG00000038584","ENSSSCG00000029715","ENSMUSG00000026833","ENSG00000130558"
"33","ENSOARG00000002050","TGFB3","ENSBTAG00000012004","ENSSSCG00000002385","ENSMUSG00000021253","ENSG00000119699"
"34","ENSOARG00000002053","EFEMP1","ENSBTAG00000017448","ENSSSCG00000008397","ENSMUSG00000020467","ENSG00000115380"
"35","ENSOARG00000002079","SOX13","ENSBTAG00000008132","ENSSSCG00000015277","ENSMUSG00000070643","ENSG00000143842"
"36","ENSOARG00000002307","DLK1","ENSBTAG00000037899","ENSSSCG00000028773","ENSMUSG00000040856","ENSG00000185559"
"37","ENSOARG00000002307","DLK1","ENSBTAG00000037899","ENSSSCG00000027337","ENSMUSG00000040856","ENSG00000185559"
"38","ENSOARG00000002489","PREX2","ENSBTAG00000022169","ENSSSCG00000006199","ENSMUSG00000048960","ENSG00000046889"
"39","ENSOARG00000002539","MYRIP","ENSBTAG00000009430","ENSSSCG00000011269","ENSMUSG00000041794","ENSG00000170011"
"40","ENSOARG00000002639","PIK3C2B","ENSBTAG00000024633","ENSSSCG00000015283","ENSMUSG00000026447","ENSG00000133056"
"41","ENSOARG00000002674","SHE","ENSBTAG00000020542","ENSSSCG00000006547","ENSMUSG00000046280","ENSG00000169291"
"42","ENSOARG00000002688","ANK1","ENSBTAG00000003275","ENSSSCG00000007022","ENSMUSG00000031543","ENSG00000029534"
"43","ENSOARG00000002693","CNNM2","ENSBTAG00000012857","ENSSSCG00000010593","ENSMUSG00000064105","ENSG00000148842"
"44","ENSOARG00000002746","LDHAL6B","","ENSSSCG00000028888","ENSMUSG00000101959","ENSG00000171989"
"45","ENSOARG00000002778","","","","",""
"46","ENSOARG00000002790","SLIT3","ENSBTAG00000017746","ENSSSCG00000017012","ENSMUSG00000056427","ENSG00000184347"
"47","ENSOARG00000002798","","","ENSSSCG00000009146","",""
"48","ENSOARG00000002887","SLC45A4","ENSBTAG00000008597","ENSSSCG00000005930","ENSMUSG00000079020","ENSG00000022567"
"49","ENSOARG00000002924","CCND3","ENSBTAG00000010106","ENSSSCG00000026752","ENSMUSG00000034165","ENSG00000112576"
"50","ENSOARG00000002991","CXCL12","ENSBTAG00000005077","ENSSSCG00000010414","ENSMUSG00000061353","ENSG00000107562"
"51","ENSOARG00000003042","PON3","ENSBTAG00000034645","ENSSSCG00000029515","ENSMUSG00000029759","ENSG00000105852"
"52","ENSOARG00000003044","ACTA1","ENSBTAG00000046332","ENSSSCG00000010190","ENSMUSG00000031972","ENSG00000143632"
"53","ENSOARG00000003121","WIF1","ENSBTAG00000014758","ENSSSCG00000030998","ENSMUSG00000020218","ENSG00000156076"
"54","ENSOARG00000003213","C4orf32","ENSBTAG00000017375","","ENSMUSG00000050549","ENSG00000174749"
"55","ENSOARG00000003419","STK32A","ENSBTAG00000000626","ENSSSCG00000027499","ENSMUSG00000039954","ENSG00000169302"
"56","ENSOARG00000003419","STK32A","ENSBTAG00000000626","ENSSSCG00000014418","ENSMUSG00000039954","ENSG00000169302"
"57","ENSOARG00000003577","CNBP","ENSBTAG00000012159","","ENSMUSG00000030057","ENSG00000169714"
"58","ENSOARG00000003664","","","","",""
"59","ENSOARG00000003875","FAM46B","ENSBTAG00000018413","ENSSSCG00000003568","ENSMUSG00000046694","ENSG00000158246"
"60","ENSOARG00000003895","MYCT1","ENSBTAG00000043975","ENSSSCG00000004080","ENSMUSG00000046916","ENSG00000120279"
"61","ENSOARG00000004045","ZNF354C","ENSBTAG00000002281","ENSSSCG00000021640","ENSMUSG00000044807","ENSG00000177932"
"62","ENSOARG00000004049","MFSD4","ENSBTAG00000004952","ENSSSCG00000021487","ENSMUSG00000059149","ENSG00000174514"
"63","ENSOARG00000004395","CHAD","ENSBTAG00000021302","ENSSSCG00000017569","ENSMUSG00000039084","ENSG00000136457"
"64","ENSOARG00000004415","SEMA3G","ENSBTAG00000046924","ENSSSCG00000011440","ENSMUSG00000021904","ENSG00000010319"
"65","ENSOARG00000004493","FNDC1","ENSBTAG00000003938","ENSSSCG00000004052","ENSMUSG00000071984","ENSG00000164694"
"66","ENSOARG00000004730","STK4","ENSBTAG00000003257","ENSSSCG00000007386","ENSMUSG00000018209","ENSG00000101109"
"67","ENSOARG00000004800","EEPD1","ENSBTAG00000019065","","ENSMUSG00000036611","ENSG00000122547"
"68","ENSOARG00000004829","","","","",""
"69","ENSOARG00000004833","","ENSBTAG00000019868","ENSSSCG00000014023","ENSMUSG00000020375","ENSG00000176783"
"70","ENSOARG00000004881","TM4SF1","ENSBTAG00000015163","ENSSSCG00000011702","ENSMUSG00000027800","ENSG00000169908"
"71","ENSOARG00000004969","SLPI","ENSBTAG00000004148","ENSSSCG00000022913","","ENSG00000124107"
"72","ENSOARG00000005014","ABLIM3","ENSBTAG00000004896","ENSSSCG00000014430","ENSMUSG00000032735","ENSG00000173210"
"73","ENSOARG00000005083","SGCA","ENSBTAG00000003956","ENSSSCG00000017583","ENSMUSG00000001508","ENSG00000108823"
"74","ENSOARG00000005230","STOX1","ENSBTAG00000019028","ENSSSCG00000010245","ENSMUSG00000036923","ENSG00000165730"
"75","ENSOARG00000005318","ZNF382","ENSBTAG00000008084","ENSSSCG00000002933","ENSMUSG00000074220","ENSG00000161298"
"76","ENSOARG00000005503","SBSPON","ENSBTAG00000017249","ENSSSCG00000006183","ENSMUSG00000032719","ENSG00000164764"
"77","ENSOARG00000005655","MMP28","ENSBTAG00000006086","","ENSMUSG00000020682","ENSG00000271447"
"78","ENSOARG00000005699","","ENSBTAG00000021705","ENSSSCG00000006363","ENSMUSG00000062963","ENSG00000143222"
"79","ENSOARG00000005722","EPAS1","ENSBTAG00000003711","ENSSSCG00000008443","ENSMUSG00000024140","ENSG00000116016"
"80","ENSOARG00000005800","","","ENSSSCG00000021220","ENSMUSG00000001270","ENSG00000166165"
"81","ENSOARG00000005849","SOST","ENSBTAG00000013134","ENSSSCG00000017375","ENSMUSG00000001494","ENSG00000167941"
"82","ENSOARG00000005854","ADGRL3","ENSBTAG00000013918","ENSSSCG00000026129","ENSMUSG00000037605","ENSG00000150471"
"83","ENSOARG00000005916","CHRNE","ENSBTAG00000004908","ENSSSCG00000026586","ENSMUSG00000014609","ENSG00000108556"
"84","ENSOARG00000005916","CHRNE","ENSBTAG00000004908","ENSSSCG00000017909","ENSMUSG00000014609","ENSG00000108556"
"85","ENSOARG00000006008","KLHL14","ENSBTAG00000020003","ENSSSCG00000003733","ENSMUSG00000042514","ENSG00000197705"
"86","ENSOARG00000006085","","ENSBTAG00000010452","ENSSSCG00000016548","ENSMUSG00000025608","ENSG00000128567"
"87","ENSOARG00000006218","IBA57","ENSBTAG00000014918","ENSSSCG00000013988","ENSMUSG00000049287","ENSG00000181873"
"88","ENSOARG00000006408","LGI2","ENSBTAG00000017390","ENSSSCG00000028927","ENSMUSG00000039252","ENSG00000153012"
"89","ENSOARG00000006427","PLXNA4","ENSBTAG00000014543","ENSSSCG00000021562","ENSMUSG00000029765","ENSG00000221866"
"90","ENSOARG00000006451","GATSL3","ENSBTAG00000018084","ENSSSCG00000009998","ENSMUSG00000020424","ENSG00000239282"
"91","ENSOARG00000006489","RFX2","ENSBTAG00000017661","","ENSMUSG00000024206","ENSG00000087903"
"92","ENSOARG00000006517","PDE3B","ENSBTAG00000005218","ENSSSCG00000013388","ENSMUSG00000030671","ENSG00000152270"
"93","ENSOARG00000006517","PDE3B","ENSBTAG00000005218","ENSSSCG00000021819","ENSMUSG00000030671","ENSG00000152270"
"94","ENSOARG00000006557","AKAP6","ENSBTAG00000017719","","ENSMUSG00000061603","ENSG00000151320"
"95","ENSOARG00000006659","PTGR1","ENSBTAG00000011027","ENSSSCG00000021386","ENSMUSG00000028378","ENSG00000106853"
"96","ENSOARG00000006716","","ENSBTAG00000020589","ENSSSCG00000010497","ENSMUSG00000048120","ENSG00000138185"
"97","ENSOARG00000006716","","ENSBTAG00000020589","ENSSSCG00000010497","ENSMUSG00000048120","ENSG00000282889"
"98","ENSOARG00000006737","KCNE3","ENSBTAG00000011873","ENSSSCG00000029323","ENSMUSG00000035165","ENSG00000175538"
"99","ENSOARG00000006822","PLXNB3","ENSBTAG00000010146","ENSSSCG00000012780","ENSMUSG00000031385","ENSG00000198753"
"100","ENSOARG00000006855","KCNA4","ENSBTAG00000020793","ENSSSCG00000013330","ENSMUSG00000042604","ENSG00000182255"
"101","ENSOARG00000006901","THSD7A","ENSBTAG00000007680","ENSSSCG00000015350","ENSMUSG00000032625","ENSG00000005108"
"102","ENSOARG00000006941","C17orf67","ENSBTAG00000035147","ENSSSCG00000030781","ENSMUSG00000072553","ENSG00000214226"
"103","ENSOARG00000007029","SPOCK2","ENSBTAG00000008827","ENSSSCG00000023180","ENSMUSG00000058297","ENSG00000107742"
"104","ENSOARG00000007029","SPOCK2","ENSBTAG00000008827","ENSSSCG00000010283","ENSMUSG00000058297","ENSG00000107742"
"105","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000005954","ENSMUSG00000015001","ENSG00000253117"
"106","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000029568","ENSMUSG00000015001","ENSG00000253117"
"107","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000005954","ENSMUSG00000015001","ENSG00000258417"
"108","ENSOARG00000007044","","ENSBTAG00000007736","ENSSSCG00000029568","ENSMUSG00000015001","ENSG00000258417"
"109","ENSOARG00000007200","FAM180B","","ENSSSCG00000013230","","ENSG00000196666"
"110","ENSOARG00000007283","FSD1L","ENSBTAG00000013420","ENSSSCG00000005426","ENSMUSG00000054752","ENSG00000106701"
"111","ENSOARG00000007318","ID3","ENSBTAG00000030425","","ENSMUSG00000007872","ENSG00000117318"
"112","ENSOARG00000007322","","ENSBTAG00000039366","ENSSSCG00000025644","","ENSG00000158477"
"113","ENSOARG00000007449","ENOX1","ENSBTAG00000012434","ENSSSCG00000021818","ENSMUSG00000022012","ENSG00000120658"
"114","ENSOARG00000007515","CAV3","ENSBTAG00000022699","","ENSMUSG00000062694","ENSG00000182533"
"115","ENSOARG00000007579","MYOZ3","ENSBTAG00000025136","ENSSSCG00000021703","ENSMUSG00000049173","ENSG00000164591"
"116","ENSOARG00000007656","BGN","ENSBTAG00000005250","ENSSSCG00000012766","ENSMUSG00000031375","ENSG00000182492"
"117","ENSOARG00000007676","CADM3","ENSBTAG00000003217","ENSSSCG00000006415","ENSMUSG00000005338","ENSG00000162706"
"118","ENSOARG00000007720","PLPP1","ENSBTAG00000010526","ENSSSCG00000016912","ENSMUSG00000021759","ENSG00000067113"
"119","ENSOARG00000007828","SNTA1","ENSBTAG00000000512","ENSSSCG00000007265","ENSMUSG00000027488","ENSG00000101400"
"120","ENSOARG00000007849","PLEKHB1","ENSBTAG00000009830","ENSSSCG00000014827","ENSMUSG00000030701","ENSG00000021300"
"121","ENSOARG00000007892","","","","ENSMUSG00000055409","ENSG00000165973"
"122","ENSOARG00000007919","","","","ENSMUSG00000055409","ENSG00000165973"
"123","ENSOARG00000008015","RASSF10","ENSBTAG00000011914","ENSSSCG00000022060","ENSMUSG00000098132","ENSG00000189431"
"124","ENSOARG00000008063","HEY1","ENSBTAG00000015717","ENSSSCG00000006159","ENSMUSG00000040289","ENSG00000164683"
"125","ENSOARG00000008330","WDR91","ENSBTAG00000017905","ENSSSCG00000016532","ENSMUSG00000058486","ENSG00000105875"
"126","ENSOARG00000008337","CAMK2G","ENSBTAG00000012667","ENSSSCG00000010311","ENSMUSG00000021820","ENSG00000148660"
"127","ENSOARG00000008351","SLCO2A1","ENSBTAG00000001324","ENSSSCG00000011641","ENSMUSG00000032548","ENSG00000174640"
"128","ENSOARG00000008455","ESCO1","ENSBTAG00000017597","ENSSSCG00000003700","ENSMUSG00000024293","ENSG00000141446"
"129","ENSOARG00000008574","RASGRP2","ENSBTAG00000001029","ENSSSCG00000013023","ENSMUSG00000032946","ENSG00000068831"
"130","ENSOARG00000008656","","ENSBTAG00000018725","ENSSSCG00000003465","ENSMUSG00000006219","ENSG00000162458"
"131","ENSOARG00000008659","NEB","ENSBTAG00000006907","ENSSSCG00000016398","ENSMUSG00000026950","ENSG00000183091"
"132","ENSOARG00000008743","CNTN4","ENSBTAG00000033225","ENSSSCG00000011527","ENSMUSG00000064293","ENSG00000144619"
"133","ENSOARG00000008842","ROS1","ENSBTAG00000047600","ENSSSCG00000026978","ENSMUSG00000019893","ENSG00000047936"
"134","ENSOARG00000008861","SLAMF6","ENSBTAG00000014368","ENSSSCG00000006382","ENSMUSG00000015314","ENSG00000162739"
"135","ENSOARG00000008913","CSRP3","ENSBTAG00000011869","ENSSSCG00000013354","ENSMUSG00000030470","ENSG00000129170"
"136","ENSOARG00000008961","DKK2","ENSBTAG00000012969","ENSSSCG00000009153","ENSMUSG00000028031","ENSG00000155011"
"137","ENSOARG00000008967","SLAMF7","ENSBTAG00000001197","ENSSSCG00000006378","ENSMUSG00000038179","ENSG00000026751"
"138","ENSOARG00000009194","","ENSBTAG00000027081","","",""
"139","ENSOARG00000009225","RND3","ENSBTAG00000039731","ENSSSCG00000028384","ENSMUSG00000017144","ENSG00000115963"
"140","ENSOARG00000009233","CEACAM16","ENSBTAG00000037983","ENSSSCG00000003081","ENSMUSG00000014686","ENSG00000213892"
"141","ENSOARG00000009344","FABP4","ENSBTAG00000037526","","ENSMUSG00000062515","ENSG00000170323"
"142","ENSOARG00000009443","SRCIN1","ENSBTAG00000013469","ENSSSCG00000018056","ENSMUSG00000038453","ENSG00000277363"
"143","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000012309","ENSMUSG00000068270","ENSG00000158352"
"144","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000030180","ENSMUSG00000068270","ENSG00000158352"
"145","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000022088","ENSMUSG00000068270","ENSG00000158352"
"146","ENSOARG00000009469","NOV","ENSBTAG00000002080","ENSSSCG00000006002","ENSMUSG00000037362","ENSG00000136999"
"147","ENSOARG00000009566","CDH13","ENSBTAG00000034373","ENSSSCG00000002684","ENSMUSG00000031841","ENSG00000140945"
"148","ENSOARG00000009722","TNFRSF11B","ENSBTAG00000007423","ENSSSCG00000022619","ENSMUSG00000063727","ENSG00000164761"
"149","ENSOARG00000009722","TNFRSF11B","ENSBTAG00000007423","ENSSSCG00000020707","ENSMUSG00000063727","ENSG00000164761"
"150","ENSOARG00000009722","TNFRSF11B","ENSBTAG00000007423","ENSSSCG00000027762","ENSMUSG00000063727","ENSG00000164761"
"151","ENSOARG00000009750","NPNT","ENSBTAG00000006686","ENSSSCG00000020821","ENSMUSG00000040998","ENSG00000168743"
"152","ENSOARG00000009752","ADRA1A","ENSBTAG00000031632","ENSSSCG00000009661","ENSMUSG00000045875","ENSG00000120907"
"153","ENSOARG00000009764","ITGB4","ENSBTAG00000018169","ENSSSCG00000017204","ENSMUSG00000020758","ENSG00000132470"
"154","ENSOARG00000009962","SMTNL1","ENSBTAG00000027524","","ENSMUSG00000027077","ENSG00000214872"
"155","ENSOARG00000009995","MPZ","ENSBTAG00000033835","ENSSSCG00000006352","ENSMUSG00000056569","ENSG00000158887"
"156","ENSOARG00000010088","VIT","ENSBTAG00000024980","ENSSSCG00000008501","ENSMUSG00000024076","ENSG00000205221"
"157","ENSOARG00000010107","FAM169B","ENSBTAG00000020514","ENSSSCG00000027232","","ENSG00000185087"
"158","ENSOARG00000010155","RNF144B","ENSBTAG00000009055","ENSSSCG00000001076","ENSMUSG00000038068","ENSG00000137393"
"159","ENSOARG00000010208","RBM20","ENSBTAG00000023891","ENSSSCG00000010626","ENSMUSG00000043639","ENSG00000203867"
"160","ENSOARG00000010382","THSD7B","ENSBTAG00000044055","ENSSSCG00000013393","ENSMUSG00000042581","ENSG00000144229"
"161","ENSOARG00000010485","","ENSBTAG00000007502","ENSSSCG00000004703","ENSMUSG00000000308","ENSG00000237289"
"162","ENSOARG00000010485","","ENSBTAG00000007502","ENSSSCG00000004703","ENSMUSG00000000308","ENSG00000223572"
"163","ENSOARG00000010496","OSBPL3","ENSBTAG00000019342","ENSSSCG00000016715","ENSMUSG00000029822","ENSG00000070882"
"164","ENSOARG00000010561","HMGA1","ENSBTAG00000034529","ENSSSCG00000001526","ENSMUSG00000078249","ENSG00000137309"
"165","ENSOARG00000010561","HMGA1","ENSBTAG00000034529","ENSSSCG00000001526","ENSMUSG00000046711","ENSG00000137309"
"166","ENSOARG00000010597","","ENSBTAG00000010158","ENSSSCG00000006344","ENSMUSG00000038473","ENSG00000198929"
"167","ENSOARG00000010597","","ENSBTAG00000010158","ENSSSCG00000006344","ENSMUSG00000038473","ENSG00000254706"
"168","ENSOARG00000010603","VSIG2","ENSBTAG00000022379","ENSSSCG00000015199","ENSMUSG00000001943","ENSG00000019102"
"169","ENSOARG00000010649","SEMA3F","ENSBTAG00000018307","ENSSSCG00000011398","ENSMUSG00000034684","ENSG00000001617"
"170","ENSOARG00000010691","S1PR1","ENSBTAG00000005990","ENSSSCG00000029849","ENSMUSG00000045092","ENSG00000170989"
"171","ENSOARG00000010704","ADRA2A","","ENSSSCG00000010629","ENSMUSG00000033717","ENSG00000150594"
"172","ENSOARG00000010710","CALN1","ENSBTAG00000043969","ENSSSCG00000007729","ENSMUSG00000060371","ENSG00000183166"
"173","ENSOARG00000010710","CALN1","ENSBTAG00000043969","ENSSSCG00000007730","ENSMUSG00000060371","ENSG00000183166"
"174","ENSOARG00000010770","STARD13","ENSBTAG00000021815","ENSSSCG00000009348","ENSMUSG00000016128","ENSG00000133121"
"175","ENSOARG00000010842","ZC3HAV1L","ENSBTAG00000014250","ENSSSCG00000028088","ENSMUSG00000047749","ENSG00000146858"
"176","ENSOARG00000010855","KL","ENSBTAG00000013984","ENSSSCG00000009347","ENSMUSG00000058488","ENSG00000133116"
"177","ENSOARG00000010864","SPTLC3","ENSBTAG00000014252","ENSSSCG00000007072","ENSMUSG00000039092","ENSG00000172296"
"178","ENSOARG00000010890","PDPN","ENSBTAG00000001788","ENSSSCG00000003451","ENSMUSG00000028583","ENSG00000162493"
"179","ENSOARG00000010949","CCDC190","ENSBTAG00000027425","ENSSSCG00000006336","ENSMUSG00000070532","ENSG00000185860"
"180","ENSOARG00000011081","CD24","ENSBTAG00000039046","ENSSSCG00000031023","ENSMUSG00000047139","ENSG00000272398"
"181","ENSOARG00000011221","NXN","ENSBTAG00000000855","ENSSSCG00000028720","ENSMUSG00000020844","ENSG00000167693"
"182","ENSOARG00000011225","ACAN","ENSBTAG00000016158","ENSSSCG00000001832","ENSMUSG00000030607","ENSG00000157766"
"183","ENSOARG00000011304","","ENSBTAG00000017927","ENSSSCG00000012121","ENSMUSG00000000402","ENSG00000198759"
"184","ENSOARG00000011328","VIM","ENSBTAG00000018463","ENSSSCG00000011033","ENSMUSG00000026728","ENSG00000026025"
"185","ENSOARG00000011391","EHD2","ENSBTAG00000021191","ENSSSCG00000023371","ENSMUSG00000074364","ENSG00000024422"
"186","ENSOARG00000011433","CRLF1","ENSBTAG00000007741","ENSSSCG00000013909","ENSMUSG00000007888","ENSG00000006016"
"187","ENSOARG00000011449","PRLR","ENSBTAG00000025035","ENSSSCG00000016830","ENSMUSG00000005268","ENSG00000113494"
"188","ENSOARG00000011522","BSPH1","","ENSSSCG00000003123","ENSMUSG00000074378","ENSG00000188334"
"189","ENSOARG00000011575","TCAP","ENSBTAG00000011730","ENSSSCG00000017500","ENSMUSG00000007877","ENSG00000173991"
"190","ENSOARG00000011582","CYP26B1","ENSBTAG00000012212","ENSSSCG00000008311","ENSMUSG00000063415","ENSG00000003137"
"191","ENSOARG00000011615","FOXC2","ENSBTAG00000012465","","ENSMUSG00000046714","ENSG00000176692"
"192","ENSOARG00000011708","","ENSBTAG00000046013","ENSSSCG00000015217","ENSMUSG00000074448",""
"193","ENSOARG00000011708","","ENSBTAG00000046013","ENSSSCG00000015219","ENSMUSG00000074448",""
"194","ENSOARG00000011708","","ENSBTAG00000046013","ENSSSCG00000015217","ENSMUSG00000070313",""
"195","ENSOARG00000011708","","ENSBTAG00000046013","ENSSSCG00000015219","ENSMUSG00000070313",""
"196","ENSOARG00000011939","PROCR","ENSBTAG00000008291","ENSSSCG00000026585","ENSMUSG00000027611","ENSG00000101000"
"197","ENSOARG00000011945","ELN","ENSBTAG00000019517","","ENSMUSG00000029675","ENSG00000049540"
"198","ENSOARG00000011991","DUSP27","ENSBTAG00000008652","ENSSSCG00000006311","ENSMUSG00000026564","ENSG00000198842"
"199","ENSOARG00000011991","DUSP27","ENSBTAG00000008652","ENSSSCG00000006314","ENSMUSG00000026564","ENSG00000198842"
"200","ENSOARG00000012018","SYBU","ENSBTAG00000032548","ENSSSCG00000006023","ENSMUSG00000022340","ENSG00000147642"
"201","ENSOARG00000012024","PTGER3","ENSBTAG00000019230","ENSSSCG00000003788","ENSMUSG00000040016","ENSG00000050628"
"202","ENSOARG00000012034","FAM107A","ENSBTAG00000046763","ENSSSCG00000011478","ENSMUSG00000021750","ENSG00000168309"
"203","ENSOARG00000012043","","ENSBTAG00000014761","ENSSSCG00000013092","","ENSG00000229859"
"204","ENSOARG00000012043","","ENSBTAG00000014761","ENSSSCG00000013092","","ENSG00000256713"
"205","ENSOARG00000012043","","ENSBTAG00000014761","ENSSSCG00000013092","","ENSG00000229183"
"206","ENSOARG00000012094","FHL5","ENSBTAG00000001803","ENSSSCG00000004340","ENSMUSG00000028259","ENSG00000112214"
"207","ENSOARG00000012134","B4GALNT3","ENSBTAG00000008553","","ENSMUSG00000041372","ENSG00000139044"
"208","ENSOARG00000012149","GJA5","ENSBTAG00000006720","ENSSSCG00000006696","ENSMUSG00000057123","ENSG00000265107"
"209","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"210","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"211","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"212","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"213","ENSOARG00000012206","CA5A","ENSBTAG00000010151","","ENSMUSG00000025317","ENSG00000174990"
"214","ENSOARG00000012224","","ENSBTAG00000000377","ENSSSCG00000012137","ENSMUSG00000031377","ENSG00000102010"
"215","ENSOARG00000012659","RORB","ENSBTAG00000021699","ENSSSCG00000005268","ENSMUSG00000036192","ENSG00000198963"
"216","ENSOARG00000012668","ANKRD6","ENSBTAG00000003455","ENSSSCG00000004322","ENSMUSG00000040183","ENSG00000135299"
"217","ENSOARG00000012705","ALDH1A1","ENSBTAG00000008103","ENSSSCG00000028996","ENSMUSG00000024747","ENSG00000165092"
"218","ENSOARG00000012705","ALDH1A1","ENSBTAG00000008103","ENSSSCG00000028996","ENSMUSG00000053279","ENSG00000165092"
"219","ENSOARG00000012893","","","","",""
"220","ENSOARG00000012958","","ENSBTAG00000024950","ENSSSCG00000017296","ENSMUSG00000020681","ENSG00000159640"
"221","ENSOARG00000012958","","ENSBTAG00000024950","ENSSSCG00000017296","ENSMUSG00000020681","ENSG00000264813"
"222","ENSOARG00000013019","TRH","ENSBTAG00000005306","ENSSSCG00000011596","ENSMUSG00000005892","ENSG00000170893"
