"","ensembl_gene_id","external_gene_name","btaurus_homolog_ensembl_gene","sscrofa_homolog_ensembl_gene","mmusculus_homolog_ensembl_gene","hsapiens_homolog_ensembl_gene"
"17","ENSOARG00000005888","PAPPA","ENSBTAG00000004010","ENSSSCG00000005498","ENSMUSG00000028370","ENSG00000182752"
"18","ENSOARG00000006087","","ENSBTAG00000017328","ENSSSCG00000025317","",""
"19","ENSOARG00000006087","","ENSBTAG00000026119","ENSSSCG00000025317","",""
"20","ENSOARG00000006822","PLXNB3","ENSBTAG00000010146","ENSSSCG00000012780","ENSMUSG00000031385","ENSG00000198753"
"21","ENSOARG00000007549","LPAR2","ENSBTAG00000004652","ENSSSCG00000013932","ENSMUSG00000031861","ENSG00000064547"
"22","ENSOARG00000009233","CEACAM16","ENSBTAG00000037983","ENSSSCG00000003081","ENSMUSG00000014686","ENSG00000213892"
"23","ENSOARG00000010649","SEMA3F","ENSBTAG00000018307","ENSSSCG00000011398","ENSMUSG00000034684","ENSG00000001617"
"24","ENSOARG00000011304","","ENSBTAG00000017927","ENSSSCG00000012121","ENSMUSG00000000402","ENSG00000198759"
"25","ENSOARG00000011685","SLC35F5","ENSBTAG00000021103","ENSSSCG00000015709","ENSMUSG00000026342","ENSG00000115084"
"26","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"27","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"28","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"29","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"30","ENSOARG00000012224","","ENSBTAG00000000377","ENSSSCG00000012137","ENSMUSG00000031377","ENSG00000102010"
"31","ENSOARG00000012362","TC2N","ENSBTAG00000003375","ENSSSCG00000002443","ENSMUSG00000021187","ENSG00000165929"
"32","ENSOARG00000013183","SYT7","ENSBTAG00000019947","ENSSSCG00000021906","ENSMUSG00000024743","ENSG00000011347"
"33","ENSOARG00000013669","NPY1R","ENSBTAG00000047586","ENSSSCG00000008888","ENSMUSG00000036437","ENSG00000164128"
"34","ENSOARG00000014207","","ENSBTAG00000016944","ENSSSCG00000010054","ENSMUSG00000020178","ENSG00000258555"
"35","ENSOARG00000014207","","ENSBTAG00000016944","ENSSSCG00000010054","ENSMUSG00000020178","ENSG00000128271"
"36","ENSOARG00000014509","MGAM","ENSBTAG00000046152","","ENSMUSG00000068587","ENSG00000257335"
"37","ENSOARG00000016717","MYOZ2","ENSBTAG00000002574","ENSSSCG00000009110","ENSMUSG00000028116","ENSG00000172399"
"38","ENSOARG00000017011","CYP7B1","ENSBTAG00000001299","ENSSSCG00000022092","ENSMUSG00000039519","ENSG00000172817"
"39","ENSOARG00000017011","CYP7B1","ENSBTAG00000001299","ENSSSCG00000006221","ENSMUSG00000039519","ENSG00000172817"
"40","ENSOARG00000017163","","ENSBTAG00000013756","ENSSSCG00000020838","",""
"41","ENSOARG00000017823","DCBLD2","ENSBTAG00000014889","ENSSSCG00000011977","ENSMUSG00000035107","ENSG00000057019"
"42","ENSOARG00000018146","FICD","ENSBTAG00000011771","ENSSSCG00000009945","ENSMUSG00000053334","ENSG00000198855"
"43","ENSOARG00000018146","FICD","ENSBTAG00000011771","ENSSSCG00000027880","ENSMUSG00000053334","ENSG00000198855"
"44","ENSOARG00000018396","SCARB1","ENSBTAG00000014269","ENSSSCG00000009759","ENSMUSG00000037936","ENSG00000073060"
"45","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014727","ENSMUSG00000073940","ENSG00000244734"
"46","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014725","ENSMUSG00000073940","ENSG00000244734"
"47","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014727","ENSMUSG00000052305","ENSG00000244734"
"48","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014725","ENSMUSG00000052305","ENSG00000244734"
"49","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014727","ENSMUSG00000073940","ENSG00000223609"
"50","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014725","ENSMUSG00000073940","ENSG00000223609"
"51","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014727","ENSMUSG00000052305","ENSG00000223609"
"52","ENSOARG00000019163","","ENSBTAG00000038748","ENSSSCG00000014725","ENSMUSG00000052305","ENSG00000223609"
"53","ENSOARG00000019698","EHD3","ENSBTAG00000001662","ENSSSCG00000024943","ENSMUSG00000024065","ENSG00000013016"
"54","ENSOARG00000020131","TSPAN2","ENSBTAG00000015961","ENSSSCG00000006748","ENSMUSG00000027858","ENSG00000134198"
"55","ENSOARG00000020740","DIS3L2","ENSBTAG00000011964","ENSSSCG00000026703","ENSMUSG00000053333","ENSG00000144535"
