,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,external_gene_name,chromosome_name,description
ENSOARG00000011885,243.7970112012,1.6965376778,0.3951588359,4.2933056876,1.76032377686593E-05,0.0175090087,ENSOARG00000011885,DPP10,2,dipeptidyl-peptidase 10 (non-functional) [Source:HGNC Symbol;Acc:HGNC:20823]
ENSOARG00000004833,50.1660360848,1.6824320083,0.3946942409,4.2626211229,2.02042920013358E-05,0.0187079784,ENSOARG00000004833,,21,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P427]
ENSOARG00000019103,3.5740982372,-1.635749781,0.3851691885,-4.2468344556,2.16812033421034E-05,0.0187079784,ENSOARG00000019103,SLC32A1,13,"solute carrier family 32 (GABA vesicular transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11018]"
ENSOARG00000006322,16.5851100032,-1.7228753782,0.4061218901,-4.2422617943,2.2127835352487E-05,0.0187079784,ENSOARG00000006322,LIF,17,leukemia inhibitory factor [Source:HGNC Symbol;Acc:HGNC:6596]
ENSOARG00000000130,109.29464003,1.443228524,0.341473331,4.2264750806,2.3738054638082E-05,0.0191136555,ENSOARG00000000130,CHRFAM7A,18,"CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion [Source:HGNC Symbol;Acc:HGNC:15781]"
ENSOARG00000019231,185.2627849876,-1.6659710541,0.3954207125,-4.2131608223,2.51821625996694E-05,0.0193547812,ENSOARG00000019231,ELFN2,3,extracellular leucine-rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]
ENSOARG00000018943,745.1833982359,-1.4995751939,0.3572879682,-4.1971052136,2.70348356789529E-05,0.0198753059,ENSOARG00000018943,CYBB,X,"cytochrome b-245, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:2578]"
ENSOARG00000013575,216.4068827485,0.61292288,0.1465314518,4.1828759106,2.87844520771311E-05,0.0202798458,ENSOARG00000013575,FUZ,14,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
ENSOARG00000002356,908.6531595666,-1.6623881474,0.3992001789,-4.1642971,3.12313219581314E-05,0.0207836775,ENSOARG00000002356,RARRES1,1,retinoic acid receptor responder (tazarotene induced) 1 [Source:HGNC Symbol;Acc:HGNC:9867]
ENSOARG00000016786,2369.1060531594,-1.6551477567,0.3979632627,-4.1590466054,3.19578695025815E-05,0.0207836775,ENSOARG00000016786,KRT8,3,"keratin 8, type II [Source:HGNC Symbol;Acc:HGNC:6446]"
ENSOARG00000009276,37.7696452805,1.4793269545,0.359107114,4.1194587827,3.79763345968615E-05,0.0237830312,ENSOARG00000009276,EYA2,13,EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]
ENSOARG00000011522,48.2031127741,-1.2916840092,0.3164006304,-4.0824318449,4.45668842175317E-05,0.0263629427,ENSOARG00000011522,BSPH1,14,binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:33906]
ENSOARG00000003849,326.4644399678,0.8022033215,0.1970295365,4.0714876354,4.67138423857811E-05,0.0263629427,ENSOARG00000003849,RCOR2,21,REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455]
ENSOARG00000002587,39.7884642685,-1.6121078593,0.3965744692,-4.0650823098,4.80155135721159E-05,0.0263629427,ENSOARG00000002587,CLEC4G,5,"C-type lectin domain family 4, member G [Source:HGNC Symbol;Acc:HGNC:24591]"
ENSOARG00000005238,295.8314425017,1.1326900768,0.2787440929,4.0635482709,4.83323214064717E-05,0.0263629427,ENSOARG00000005238,ENO2,3,"enolase 2 (gamma, neuronal) [Source:HGNC Symbol;Acc:HGNC:3353]"
ENSOARG00000019095,599.1952714373,-1.5608975411,0.3854377835,-4.0496744433,5.12889339168827E-05,0.0271013932,ENSOARG00000019095,CSF2RB,3,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2436]"
ENSOARG00000016846,71.605004941,-1.4873254249,0.369650849,-4.0235953165,5.73163714629218E-05,0.0293685614,ENSOARG00000016846,SV2C,7,synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]
ENSOARG00000000072,117.7202702614,-1.6277203834,0.4060260696,-4.0089060911,6.10006670708465E-05,0.030337067,ENSOARG00000000072,FOSL1,21,FOS-like antigen 1 [Source:HGNC Symbol;Acc:HGNC:13718]
ENSOARG00000019613,57.7653221623,-1.3402882111,0.336376127,-3.9844926656,6.76244456142545E-05,0.0326703357,ENSOARG00000019613,TEKT2,1,tektin 2 (testicular) [Source:HGNC Symbol;Acc:HGNC:11725]
ENSOARG00000012070,415.309092394,-0.7283081692,0.1840068861,-3.9580484443,7.55646340693783E-05,0.0354922888,ENSOARG00000012070,CFAP69,4,cilia and flagella associated protein 69 [Source:HGNC Symbol;Acc:HGNC:26107]
ENSOARG00000016427,62.3994268887,-1.427225973,0.362425829,-3.9379808471,8.21701515527716E-05,0.0375517593,ENSOARG00000016427,STAC,19,SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]
ENSOARG00000004315,3707.0080592173,0.6335180504,0.1613438112,3.9265097663,8.61873943757455E-05,0.0383511224,ENSOARG00000004315,ACSF2,11,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
ENSOARG00000000229,95.7175405147,-1.5197076698,0.3894425452,-3.9022641175,9.5297090052834E-05,0.0413173973,ENSOARG00000000229,NRG1,26,neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]
ENSOARG00000014170,456.004017368,-1.2539911826,0.3225793299,-3.8873885168,0.0001013285,0.0428340904,ENSOARG00000014170,NABP1,2,nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]
ENSOARG00000007580,1246.0724195139,-0.5385753745,0.139127885,-3.8710814491,0.0001083536,0.0430204959,ENSOARG00000007580,PLEKHA1,22,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 [Source:HGNC Symbol;Acc:HGNC:14335]"
ENSOARG00000022544,91.8919512741,-1.5082230029,0.3897329704,-3.869888148,0.0001088853,0.0430204959,ENSOARG00000022544,snoU2-30,21,Small nucleolar RNA U2-30 [Source:RFAM;Acc:RF00493]
ENSOARG00000017996,574.9170754627,0.5013240979,0.1295835208,3.8687334222,0.0001094022,0.0430204959,ENSOARG00000017996,NIT2,1,"nitrilase family, member 2 [Source:HGNC Symbol;Acc:HGNC:29878]"
ENSOARG00000019995,38.4804967453,1.4924906663,0.3889261509,3.8374654489,0.0001243107,0.0477720439,ENSOARG00000019995,CNR1,8,cannabinoid receptor 1 (brain) [Source:HGNC Symbol;Acc:HGNC:2159]
ENSOARG00000018321,85.8542989713,-1.5372427176,0.4016403767,-3.8274108054,0.0001294983,0.0486597007,ENSOARG00000018321,CTLA4,2,cytotoxic T-lymphocyte-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]
ENSOARG00000006210,97.0348528849,0.8274316005,0.2166278583,3.8195992284,0.0001336687,0.049134863,ENSOARG00000006210,OGG1,19,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]
ENSOARG00000012501,773.6208530984,0.3050207857,0.0799698412,3.8141977168,0.0001366261,0.0491534035,ENSOARG00000012501,FZR1,5,fizzy/cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]
